Title 1,Title 2,Similarity Score
policies for synchronization in the transport–land-use system,the effect of early-childhood education on social preferences,33.0
policies for synchronization in the transport–land-use system,an experimental study on the effects of democracy on tax compliance,33.0
policies for synchronization in the transport–land-use system,dividend payouts and rollover crises,34.0
policies for synchronization in the transport–land-use system,private sector credit and inflation volatility,28.0
policies for synchronization in the transport–land-use system,creating entrepreneurial opportunities as a means to maintain entrepreneurial talent in corporations,60.0
policies for synchronization in the transport–land-use system,the long or short of it: determinants of foreign currency exposure in external balance sheets,45.0
policies for synchronization in the transport–land-use system,the effect of removing geographic restrictions on banking in the united states: lessons for europe,48.0
policies for synchronization in the transport–land-use system,zimbabwe's export performance: the impact of the parallel market and governance factors,53.0
policies for synchronization in the transport–land-use system,some reflections on the anarcho-capitalism of futerman and block,28.0
policies for synchronization in the transport–land-use system,under-reaction to political information and price momentum,20.0
policies for synchronization in the transport–land-use system,the impact of coproducing services with clients on knowledge-intensive business services’ innovativeness,53.0
policies for synchronization in the transport–land-use system,bayesian and classical approaches to instrumental variable regression,29.0
policies for synchronization in the transport–land-use system,total attention: the effect of macroeconomic news on market reaction to earnings news,53.0
policies for synchronization in the transport–land-use system,time-varying risk aversion and currency excess returns,30.0
policies for synchronization in the transport–land-use system,mapping ecosystem services: practical challenges and opportunities in linking gis and value transfer,52.0
policies for synchronization in the transport–land-use system,does gender diversity in panels of judges matter? evidence from french child support cases,42.0
policies for synchronization in the transport–land-use system,intuitive and reliable estimates of the output gap from a beveridge-nelson filter,45.0
policies for synchronization in the transport–land-use system,human capital and regional growth perspective,29.0
policies for synchronization in the transport–land-use system,titus cristureanu – leading figure of the romanian international business and economics higher education tradition,65.0
policies for synchronization in the transport–land-use system,model calculations of short-run forecasts of russian economic time series.,32.0
policies for synchronization in the transport–land-use system,resilience to climate change in industrial shrimping in bangladesh: assessing the comparative role of the stakeholders,66.0
policies for synchronization in the transport–land-use system,convergence or divergence of south african cities and towns?,32.0
policies for synchronization in the transport–land-use system,diversification-the key factors for success,29.0
policies for synchronization in the transport–land-use system,twenty years of environment and development economics: advice to graduate students,44.0
policies for synchronization in the transport–land-use system,ma-xrf imaging as a tool to characterize the 16th century heraldic stained-glass panels in ghent saint bavo cathedral,63.0
policies for synchronization in the transport–land-use system,the impact of the consistency of carbon performance and carbon information disclosure on enterprise value,53.0
policies for synchronization in the transport–land-use system,the australian real-time fiscal database: an overview with illustrations of its use in analysing fiscal policy,56.0
policies for synchronization in the transport–land-use system,the choice of the voting structure for privatizing a company,26.0
policies for synchronization in the transport–land-use system,economic measurement of capital and profitability,25.0
policies for synchronization in the transport–land-use system,scientific—technological progress and the new problem of preventing the annihilation of the human world,56.0
policies for synchronization in the transport–land-use system,usaf concerned about cost increase,34.0
policies for synchronization in the transport–land-use system,beyond primacy: american grand strategy in the post-september 11 era,40.0
policies for synchronization in the transport–land-use system,recent online resources for the analysis of terrorism and related subjects,32.0
policies for synchronization in the transport–land-use system,dod's request for new base-closure authority facing uphill battle,31.0
policies for synchronization in the transport–land-use system,economics of production of kesar mango in latur district of maharastra.,37.0
policies for synchronization in the transport–land-use system,analysis of differences in the systems of anti-monopoly and regulatory policies of states,35.0
policies for synchronization in the transport–land-use system,an interrupted time-series analysis to assess impact of introduction of co-payment on emergency room visits in cyprus,65.0
policies for synchronization in the transport–land-use system,ten year plan and solution of india's middle class unemployment,31.0
policies for synchronization in the transport–land-use system,las barreras no arancelarias al momento de la importación y su consecuencia en el comercio internacional,63.0
policies for synchronization in the transport–land-use system,economic performance and international trade engagement: the case of portuguese manufacturing firms,57.0
does gender diversity in panels of judges matter? evidence from french child support cases,neither a zinc supplement nor phytate-reduced maize nor their combination enhance growth of 6- to 12-month-old guatemalan infants,65.0
does gender diversity in panels of judges matter? evidence from french child support cases,the effects of social norms on motivation crowding: experimental evidence from the tibetan plateau,40.0
does gender diversity in panels of judges matter? evidence from french child support cases,evaluating the environmental impact of payments for ecosystem services in coatepec (mexico) using remote sensing and on-site interviews,65.0
does gender diversity in panels of judges matter? evidence from french child support cases,saving lives with pre-arranged disaster aid: evidence from mexico,43.0
does gender diversity in panels of judges matter? evidence from french child support cases,conditional cash transfers and child labor,56.0
does gender diversity in panels of judges matter? evidence from french child support cases,do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,56.0
does gender diversity in panels of judges matter? evidence from french child support cases,access to imported intermediates and intra-firm wage inequality,49.0
does gender diversity in panels of judges matter? evidence from french child support cases,the effect of early-childhood education on social preferences,43.0
does gender diversity in panels of judges matter? evidence from french child support cases,an experimental study on the effects of democracy on tax compliance,41.0
does gender diversity in panels of judges matter? evidence from french child support cases,dividend payouts and rollover crises,54.0
does gender diversity in panels of judges matter? evidence from french child support cases,private sector credit and inflation volatility,54.0
does gender diversity in panels of judges matter? evidence from french child support cases,creating entrepreneurial opportunities as a means to maintain entrepreneurial talent in corporations,58.0
does gender diversity in panels of judges matter? evidence from french child support cases,the long or short of it: determinants of foreign currency exposure in external balance sheets,35.0
does gender diversity in panels of judges matter? evidence from french child support cases,the effect of removing geographic restrictions on banking in the united states: lessons for europe,34.0
does gender diversity in panels of judges matter? evidence from french child support cases,zimbabwe's export performance: the impact of the parallel market and governance factors,47.0
does gender diversity in panels of judges matter? evidence from french child support cases,some reflections on the anarcho-capitalism of futerman and block,46.0
does gender diversity in panels of judges matter? evidence from french child support cases,under-reaction to political information and price momentum,50.0
does gender diversity in panels of judges matter? evidence from french child support cases,the impact of coproducing services with clients on knowledge-intensive business services’ innovativeness,47.0
does gender diversity in panels of judges matter? evidence from french child support cases,bayesian and classical approaches to instrumental variable regression,43.0
does gender diversity in panels of judges matter? evidence from french child support cases,total attention: the effect of macroeconomic news on market reaction to earnings news,53.0
does gender diversity in panels of judges matter? evidence from french child support cases,time-varying risk aversion and currency excess returns,46.0
does gender diversity in panels of judges matter? evidence from french child support cases,mapping ecosystem services: practical challenges and opportunities in linking gis and value transfer,40.0
does gender diversity in panels of judges matter? evidence from french child support cases,policies for synchronization in the transport–land-use system,42.0
does gender diversity in panels of judges matter? evidence from french child support cases,intuitive and reliable estimates of the output gap from a beveridge-nelson filter,37.0
does gender diversity in panels of judges matter? evidence from french child support cases,human capital and regional growth perspective,51.0
does gender diversity in panels of judges matter? evidence from french child support cases,titus cristureanu – leading figure of the romanian international business and economics higher education tradition,53.0
does gender diversity in panels of judges matter? evidence from french child support cases,model calculations of short-run forecasts of russian economic time series.,40.0
does gender diversity in panels of judges matter? evidence from french child support cases,resilience to climate change in industrial shrimping in bangladesh: assessing the comparative role of the stakeholders,50.0
does gender diversity in panels of judges matter? evidence from french child support cases,convergence or divergence of south african cities and towns?,38.0
does gender diversity in panels of judges matter? evidence from french child support cases,diversification-the key factors for success,51.0
does gender diversity in panels of judges matter? evidence from french child support cases,twenty years of environment and development economics: advice to graduate students,40.0
does gender diversity in panels of judges matter? evidence from french child support cases,ma-xrf imaging as a tool to characterize the 16th century heraldic stained-glass panels in ghent saint bavo cathedral,57.0
does gender diversity in panels of judges matter? evidence from french child support cases,the impact of the consistency of carbon performance and carbon information disclosure on enterprise value,41.0
does gender diversity in panels of judges matter? evidence from french child support cases,the australian real-time fiscal database: an overview with illustrations of its use in analysing fiscal policy,58.0
does gender diversity in panels of judges matter? evidence from french child support cases,the choice of the voting structure for privatizing a company,40.0
does gender diversity in panels of judges matter? evidence from french child support cases,economic measurement of capital and profitability,49.0
does gender diversity in panels of judges matter? evidence from french child support cases,scientific—technological progress and the new problem of preventing the annihilation of the human world,44.0
does gender diversity in panels of judges matter? evidence from french child support cases,usaf concerned about cost increase,58.0
does gender diversity in panels of judges matter? evidence from french child support cases,beyond primacy: american grand strategy in the post-september 11 era,48.0
does gender diversity in panels of judges matter? evidence from french child support cases,recent online resources for the analysis of terrorism and related subjects,30.0
does gender diversity in panels of judges matter? evidence from french child support cases,dod's request for new base-closure authority facing uphill battle,49.0
does gender diversity in panels of judges matter? evidence from french child support cases,economics of production of kesar mango in latur district of maharastra.,43.0
does gender diversity in panels of judges matter? evidence from french child support cases,analysis of differences in the systems of anti-monopoly and regulatory policies of states,43.0
does gender diversity in panels of judges matter? evidence from french child support cases,an interrupted time-series analysis to assess impact of introduction of co-payment on emergency room visits in cyprus,55.0
does gender diversity in panels of judges matter? evidence from french child support cases,ten year plan and solution of india's middle class unemployment,47.0
does gender diversity in panels of judges matter? evidence from french child support cases,las barreras no arancelarias al momento de la importación y su consecuencia en el comercio internacional,59.0
does gender diversity in panels of judges matter? evidence from french child support cases,economic performance and international trade engagement: the case of portuguese manufacturing firms,45.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,neither a zinc supplement nor phytate-reduced maize nor their combination enhance growth of 6- to 12-month-old guatemalan infants,60.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the effects of social norms on motivation crowding: experimental evidence from the tibetan plateau,29.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,evaluating the environmental impact of payments for ecosystem services in coatepec (mexico) using remote sensing and on-site interviews,68.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,saving lives with pre-arranged disaster aid: evidence from mexico,36.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,conditional cash transfers and child labor,49.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,57.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,access to imported intermediates and intra-firm wage inequality,34.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the effect of early-childhood education on social preferences,44.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,an experimental study on the effects of democracy on tax compliance,38.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,dividend payouts and rollover crises,53.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,private sector credit and inflation volatility,41.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,creating entrepreneurial opportunities as a means to maintain entrepreneurial talent in corporations,45.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the long or short of it: determinants of foreign currency exposure in external balance sheets,40.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the effect of removing geographic restrictions on banking in the united states: lessons for europe,39.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,zimbabwe's export performance: the impact of the parallel market and governance factors,40.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,some reflections on the anarcho-capitalism of futerman and block,39.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,under-reaction to political information and price momentum,41.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the impact of coproducing services with clients on knowledge-intensive business services’ innovativeness,48.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,bayesian and classical approaches to instrumental variable regression,42.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,total attention: the effect of macroeconomic news on market reaction to earnings news,44.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,time-varying risk aversion and currency excess returns,53.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,mapping ecosystem services: practical challenges and opportunities in linking gis and value transfer,43.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,policies for synchronization in the transport–land-use system,45.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,does gender diversity in panels of judges matter? evidence from french child support cases,37.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,human capital and regional growth perspective,46.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,titus cristureanu – leading figure of the romanian international business and economics higher education tradition,54.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,model calculations of short-run forecasts of russian economic time series.,41.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,resilience to climate change in industrial shrimping in bangladesh: assessing the comparative role of the stakeholders,53.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,convergence or divergence of south african cities and towns?,41.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,diversification-the key factors for success,54.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,twenty years of environment and development economics: advice to graduate students,37.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,ma-xrf imaging as a tool to characterize the 16th century heraldic stained-glass panels in ghent saint bavo cathedral,54.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the impact of the consistency of carbon performance and carbon information disclosure on enterprise value,46.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the australian real-time fiscal database: an overview with illustrations of its use in analysing fiscal policy,47.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,the choice of the voting structure for privatizing a company,39.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,economic measurement of capital and profitability,42.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,scientific—technological progress and the new problem of preventing the annihilation of the human world,35.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,usaf concerned about cost increase,55.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,beyond primacy: american grand strategy in the post-september 11 era,39.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,recent online resources for the analysis of terrorism and related subjects,37.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,dod's request for new base-closure authority facing uphill battle,34.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,economics of production of kesar mango in latur district of maharastra.,42.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,analysis of differences in the systems of anti-monopoly and regulatory policies of states,36.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,an interrupted time-series analysis to assess impact of introduction of co-payment on emergency room visits in cyprus,56.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,ten year plan and solution of india's middle class unemployment,42.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,las barreras no arancelarias al momento de la importación y su consecuencia en el comercio internacional,60.0
intuitive and reliable estimates of the output gap from a beveridge-nelson filter,economic performance and international trade engagement: the case of portuguese manufacturing firms,40.0
human capital and regional growth perspective,neither a zinc supplement nor phytate-reduced maize nor their combination enhance growth of 6- to 12-month-old guatemalan infants,86.0
human capital and regional growth perspective,the effects of social norms on motivation crowding: experimental evidence from the tibetan plateau,57.0
human capital and regional growth perspective,evaluating the environmental impact of payments for ecosystem services in coatepec (mexico) using remote sensing and on-site interviews,92.0
human capital and regional growth perspective,saving lives with pre-arranged disaster aid: evidence from mexico,32.0
human capital and regional growth perspective,conditional cash transfers and child labor,23.0
human capital and regional growth perspective,do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,83.0
human capital and regional growth perspective,access to imported intermediates and intra-firm wage inequality,32.0
human capital and regional growth perspective,the effect of early-childhood education on social preferences,34.0
human capital and regional growth perspective,an experimental study on the effects of democracy on tax compliance,38.0
human capital and regional growth perspective,dividend payouts and rollover crises,25.0
human capital and regional growth perspective,private sector credit and inflation volatility,23.0
human capital and regional growth perspective,creating entrepreneurial opportunities as a means to maintain entrepreneurial talent in corporations,67.0
human capital and regional growth perspective,the long or short of it: determinants of foreign currency exposure in external balance sheets,58.0
human capital and regional growth perspective,the effect of removing geographic restrictions on banking in the united states: lessons for europe,63.0
human capital and regional growth perspective,zimbabwe's export performance: the impact of the parallel market and governance factors,48.0
human capital and regional growth perspective,some reflections on the anarcho-capitalism of futerman and block,31.0
human capital and regional growth perspective,under-reaction to political information and price momentum,31.0
human capital and regional growth perspective,the impact of coproducing services with clients on knowledge-intensive business services’ innovativeness,66.0
human capital and regional growth perspective,bayesian and classical approaches to instrumental variable regression,32.0
human capital and regional growth perspective,total attention: the effect of macroeconomic news on market reaction to earnings news,58.0
human capital and regional growth perspective,time-varying risk aversion and currency excess returns,35.0
human capital and regional growth perspective,mapping ecosystem services: practical challenges and opportunities in linking gis and value transfer,59.0
human capital and regional growth perspective,policies for synchronization in the transport–land-use system,29.0
human capital and regional growth perspective,does gender diversity in panels of judges matter? evidence from french child support cases,51.0
human capital and regional growth perspective,intuitive and reliable estimates of the output gap from a beveridge-nelson filter,46.0
human capital and regional growth perspective,titus cristureanu – leading figure of the romanian international business and economics higher education tradition,78.0
human capital and regional growth perspective,model calculations of short-run forecasts of russian economic time series.,47.0
human capital and regional growth perspective,resilience to climate change in industrial shrimping in bangladesh: assessing the comparative role of the stakeholders,77.0
human capital and regional growth perspective,convergence or divergence of south african cities and towns?,33.0
human capital and regional growth perspective,diversification-the key factors for success,30.0
human capital and regional growth perspective,twenty years of environment and development economics: advice to graduate students,49.0
human capital and regional growth perspective,ma-xrf imaging as a tool to characterize the 16th century heraldic stained-glass panels in ghent saint bavo cathedral,78.0
human capital and regional growth perspective,the impact of the consistency of carbon performance and carbon information disclosure on enterprise value,66.0
human capital and regional growth perspective,the australian real-time fiscal database: an overview with illustrations of its use in analysing fiscal policy,71.0
human capital and regional growth perspective,the choice of the voting structure for privatizing a company,29.0
human capital and regional growth perspective,economic measurement of capital and profitability,20.0
human capital and regional growth perspective,scientific—technological progress and the new problem of preventing the annihilation of the human world,57.0
human capital and regional growth perspective,usaf concerned about cost increase,27.0
human capital and regional growth perspective,beyond primacy: american grand strategy in the post-september 11 era,35.0
human capital and regional growth perspective,recent online resources for the analysis of terrorism and related subjects,47.0
human capital and regional growth perspective,dod's request for new base-closure authority facing uphill battle,34.0
human capital and regional growth perspective,economics of production of kesar mango in latur district of maharastra.,44.0
human capital and regional growth perspective,analysis of differences in the systems of anti-monopoly and regulatory policies of states,54.0
human capital and regional growth perspective,an interrupted time-series analysis to assess impact of introduction of co-payment on emergency room visits in cyprus,82.0
human capital and regional growth perspective,ten year plan and solution of india's middle class unemployment,38.0
human capital and regional growth perspective,las barreras no arancelarias al momento de la importación y su consecuencia en el comercio internacional,74.0
human capital and regional growth perspective,economic performance and international trade engagement: the case of portuguese manufacturing firms,64.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,neither a zinc supplement nor phytate-reduced maize nor their combination enhance growth of 6- to 12-month-old guatemalan infants,48.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the effects of social norms on motivation crowding: experimental evidence from the tibetan plateau,47.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,evaluating the environmental impact of payments for ecosystem services in coatepec (mexico) using remote sensing and on-site interviews,54.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,saving lives with pre-arranged disaster aid: evidence from mexico,64.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,conditional cash transfers and child labor,73.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,35.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,access to imported intermediates and intra-firm wage inequality,62.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the effect of early-childhood education on social preferences,66.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,an experimental study on the effects of democracy on tax compliance,64.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,dividend payouts and rollover crises,85.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,private sector credit and inflation volatility,77.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,creating entrepreneurial opportunities as a means to maintain entrepreneurial talent in corporations,41.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the long or short of it: determinants of foreign currency exposure in external balance sheets,42.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the effect of removing geographic restrictions on banking in the united states: lessons for europe,41.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,zimbabwe's export performance: the impact of the parallel market and governance factors,60.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,some reflections on the anarcho-capitalism of futerman and block,61.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,under-reaction to political information and price momentum,65.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the impact of coproducing services with clients on knowledge-intensive business services’ innovativeness,54.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,bayesian and classical approaches to instrumental variable regression,62.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,total attention: the effect of macroeconomic news on market reaction to earnings news,50.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,time-varying risk aversion and currency excess returns,73.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,mapping ecosystem services: practical challenges and opportunities in linking gis and value transfer,47.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,policies for synchronization in the transport–land-use system,65.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,does gender diversity in panels of judges matter? evidence from french child support cases,53.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,intuitive and reliable estimates of the output gap from a beveridge-nelson filter,54.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,human capital and regional growth perspective,78.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,model calculations of short-run forecasts of russian economic time series.,57.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,resilience to climate change in industrial shrimping in bangladesh: assessing the comparative role of the stakeholders,41.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,convergence or divergence of south african cities and towns?,63.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,diversification-the key factors for success,80.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,twenty years of environment and development economics: advice to graduate students,55.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,ma-xrf imaging as a tool to characterize the 16th century heraldic stained-glass panels in ghent saint bavo cathedral,48.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the impact of the consistency of carbon performance and carbon information disclosure on enterprise value,42.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the australian real-time fiscal database: an overview with illustrations of its use in analysing fiscal policy,51.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,the choice of the voting structure for privatizing a company,65.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,economic measurement of capital and profitability,72.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,scientific—technological progress and the new problem of preventing the annihilation of the human world,41.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,usaf concerned about cost increase,79.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,beyond primacy: american grand strategy in the post-september 11 era,69.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,recent online resources for the analysis of terrorism and related subjects,51.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,dod's request for new base-closure authority facing uphill battle,66.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,economics of production of kesar mango in latur district of maharastra.,54.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,analysis of differences in the systems of anti-monopoly and regulatory policies of states,56.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,an interrupted time-series analysis to assess impact of introduction of co-payment on emergency room visits in cyprus,46.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,ten year plan and solution of india's middle class unemployment,68.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,las barreras no arancelarias al momento de la importación y su consecuencia en el comercio internacional,50.0
titus cristureanu – leading figure of the romanian international business and economics higher education tradition,economic performance and international trade engagement: the case of portuguese manufacturing firms,40.0
model calculations of short-run forecasts of russian economic time series.,neither a zinc supplement nor phytate-reduced maize nor their combination enhance growth of 6- to 12-month-old guatemalan infants,73.0
model calculations of short-run forecasts of russian economic time series.,the effects of social norms on motivation crowding: experimental evidence from the tibetan plateau,46.0
model calculations of short-run forecasts of russian economic time series.,evaluating the environmental impact of payments for ecosystem services in coatepec (mexico) using remote sensing and on-site interviews,69.0
model calculations of short-run forecasts of russian economic time series.,saving lives with pre-arranged disaster aid: evidence from mexico,43.0
model calculations of short-run forecasts of russian economic time series.,conditional cash transfers and child labor,42.0
model calculations of short-run forecasts of russian economic time series.,do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,54.0
model calculations of short-run forecasts of russian economic time series.,access to imported intermediates and intra-firm wage inequality,39.0
model calculations of short-run forecasts of russian economic time series.,the effect of early-childhood education on social preferences,33.0
model calculations of short-run forecasts of russian economic time series.,an experimental study on the effects of democracy on tax compliance,33.0
model calculations of short-run forecasts of russian economic time series.,dividend payouts and rollover crises,52.0
model calculations of short-run forecasts of russian economic time series.,private sector credit and inflation volatility,44.0
model calculations of short-run forecasts of russian economic time series.,creating entrepreneurial opportunities as a means to maintain entrepreneurial talent in corporations,60.0
model calculations of short-run forecasts of russian economic time series.,the long or short of it: determinants of foreign currency exposure in external balance sheets,43.0
model calculations of short-run forecasts of russian economic time series.,the effect of removing geographic restrictions on banking in the united states: lessons for europe,46.0
model calculations of short-run forecasts of russian economic time series.,zimbabwe's export performance: the impact of the parallel market and governance factors,49.0
model calculations of short-run forecasts of russian economic time series.,some reflections on the anarcho-capitalism of futerman and block,24.0
model calculations of short-run forecasts of russian economic time series.,under-reaction to political information and price momentum,32.0
model calculations of short-run forecasts of russian economic time series.,the impact of coproducing services with clients on knowledge-intensive business services’ innovativeness,55.0
model calculations of short-run forecasts of russian economic time series.,bayesian and classical approaches to instrumental variable regression,35.0
model calculations of short-run forecasts of russian economic time series.,total attention: the effect of macroeconomic news on market reaction to earnings news,41.0
model calculations of short-run forecasts of russian economic time series.,time-varying risk aversion and currency excess returns,40.0
model calculations of short-run forecasts of russian economic time series.,mapping ecosystem services: practical challenges and opportunities in linking gis and value transfer,48.0
model calculations of short-run forecasts of russian economic time series.,policies for synchronization in the transport–land-use system,32.0
model calculations of short-run forecasts of russian economic time series.,does gender diversity in panels of judges matter? evidence from french child support cases,40.0
model calculations of short-run forecasts of russian economic time series.,intuitive and reliable estimates of the output gap from a beveridge-nelson filter,41.0
model calculations of short-run forecasts of russian economic time series.,human capital and regional growth perspective,47.0
model calculations of short-run forecasts of russian economic time series.,titus cristureanu – leading figure of the romanian international business and economics higher education tradition,57.0
model calculations of short-run forecasts of russian economic time series.,resilience to climate change in industrial shrimping in bangladesh: assessing the comparative role of the stakeholders,64.0
model calculations of short-run forecasts of russian economic time series.,convergence or divergence of south african cities and towns?,34.0
model calculations of short-run forecasts of russian economic time series.,diversification-the key factors for success,37.0
model calculations of short-run forecasts of russian economic time series.,twenty years of environment and development economics: advice to graduate students,48.0
model calculations of short-run forecasts of russian economic time series.,ma-xrf imaging as a tool to characterize the 16th century heraldic stained-glass panels in ghent saint bavo cathedral,67.0
model calculations of short-run forecasts of russian economic time series.,the impact of the consistency of carbon performance and carbon information disclosure on enterprise value,45.0
model calculations of short-run forecasts of russian economic time series.,the australian real-time fiscal database: an overview with illustrations of its use in analysing fiscal policy,56.0
model calculations of short-run forecasts of russian economic time series.,the choice of the voting structure for privatizing a company,38.0
model calculations of short-run forecasts of russian economic time series.,economic measurement of capital and profitability,35.0
model calculations of short-run forecasts of russian economic time series.,scientific—technological progress and the new problem of preventing the annihilation of the human world,50.0
model calculations of short-run forecasts of russian economic time series.,usaf concerned about cost increase,42.0
model calculations of short-run forecasts of russian economic time series.,beyond primacy: american grand strategy in the post-september 11 era,46.0
model calculations of short-run forecasts of russian economic time series.,recent online resources for the analysis of terrorism and related subjects,28.0
model calculations of short-run forecasts of russian economic time series.,dod's request for new base-closure authority facing uphill battle,35.0
model calculations of short-run forecasts of russian economic time series.,economics of production of kesar mango in latur district of maharastra.,23.0
