title1,title2,sourcename1,sourcename2,word_count1,word_count2,annotation_label,L1_distance,Cosine_Similarity,similarity_score,L1_distance_norm,Cosine_Similarity_norm,similarity_score_norm,Average_Score
opening remarks by yati kurniati,planned parenthood,repec,jstor,5.0,2,0,26,0.6060432152628561,0.12189592,0.225,0.6406715873373174,0.38522613,0.4169659059409507
time-varying phillips curves,why china will not collapse,semantic_scholar,jstor,3.0,5,0,25,0.6751595780557778,0.07201994,0.2125,0.7137371522117915,0.32465807,0.41696507274870287
circumscribed by consumer prices,table of contents,scopus,jstor,4.0,3,0,31,0.48164668357297225,0.17866388,0.2875,0.5091672302058742,0.45416364,0.4169436236478026
ostblock-tonnage im weltverkehr,strategic arms limitation,semantic_scholar,jstor,3.0,3,0,22,0.6875839387097933,0.09194523,0.175,0.7268714216193073,0.3488548,0.4169087438729244
hedge funds and financial crises,habeas corpus and protection,ssrn,jstor,5.0,4,0,22,0.7484551991837489,0.038769934,0.175,0.7912207717793579,0.28428015,0.4168336409693756
beware the solutions,anticipated profit in cobb-douglas models,semantic_scholar,jstor,3.0,5,0,27,0.7720495078203431,-0.033284724,0.2375,0.8161632227228556,0.19677892,0.416814048665314
workplace democracy in the lab,the licensing of child-care facilities,repec,jstor,5.0,5,0,26,0.7689484177436882,-0.020352716,0.225,0.8128849411550555,0.2124832,0.4167893795352311
macro-markets and environmental futures,housing and reconstruction,semantic_scholar,jstor,4.0,3,0,23,0.7851724690480293,-0.0038284473,0.1875,0.8300360096604359,0.23254983,0.41669528031053577
marketing in the twilight zone,cuban foreign policy,semantic_scholar,jstor,5.0,3,0,26,0.6451822708364094,0.08671459,0.225,0.6820469880178054,0.3425029,0.41651662667838996
economic analysis and policy,development of agriculture,semantic_scholar,jstor,4.0,3,0,26,0.5916079783099616,0.1332093,0.225,0.6254115432690244,0.3989648,0.4164587785863432
heterogeneous paths of industrialization,discussion,repec,jstor,4.0,1,0,32,0.5858500994137075,0.076444246,0.3,0.6193246680771963,0.33003083,0.4164518322638557
transfer pricing and the wto,unmet and future needs,scopus,jstor,5.0,4,0,20,0.734968415259167,0.07011178,0.15,0.7769633738786328,0.32234088,0.4164347499142205
shakeouts and market crashes,return to the antipodes,scopus,jstor,4.0,4,0,17,0.7446524944739026,0.09241663,0.1125,0.7872007864032726,0.34942728,0.4163760230711613
cultural tourism in portugal,misconceptions about wrongful conception,semantic_scholar,jstor,4.0,4,0,26,0.7078166883351327,0.03182968,0.225,0.7482602392682971,0.2758521,0.4163707844101568
e-tailing leaps forward in china,economic history and economic underdevelopment,scopus,jstor,5.0,5,0,32,0.7075691272006163,-0.029928714,0.3,0.7479985328734076,0.20085436,0.41628429797689637
africa and the global economy,discussion on mcpherson and johnson,semantic_scholar,jstor,5.0,5,0,28,0.6665572049439467,0.04667687,0.25,0.7046432528039179,0.29388213,0.41617512812681867
beyond keynesian economics,settlement monitor,semantic_scholar,jstor,3.0,2,0,22,0.6457765999379484,0.12644728,0.175,0.6826752761650766,0.39075315,0.41614280871711457
fact-finding in syria,natural resources and urban development,semantic_scholar,jstor,3.0,5,0,36,0.5242105950545827,0.08791889,0.35,0.5541631777644669,0.34396532,0.4160428331812393
the rewards of candor,front matter,semantic_scholar,jstor,4.0,2,0,15,0.6984302957695782,0.15235066,0.0875,0.7383375227476001,0.42220956,0.4160156945395748
industry policy in east asia,bad medicine,semantic_scholar,jstor,5.0,2,0,24,0.6197797868009122,0.12792376,0.2,0.6551930453294541,0.39254618,0.4159130740799515
peak-bust rental spreads,lawmakers and craftsmen,semantic_scholar,jstor,3.0,3,0,15,0.8045085720818589,0.059745952,0.0875,0.8504769477183408,0.3097529,0.4159099530158701
price discrimination with demarketing,the case for missile defense,semantic_scholar,jstor,4.0,5,0,29,0.6679326084192801,0.034487773,0.2625,0.7060972447067708,0.27908,0.4158924160689185
financial engineering in islamic finance,europa sin helmut kohl,semantic_scholar,jstor,5.0,4,0,36,0.5391269745958202,0.0745597,0.35,0.569931856164514,0.32774228,0.4158913782468037
editorial,the concept of detente,scopus,jstor,1.0,4,0,23,0.44536177141512323,0.2899881,0.1875,0.47080905428193187,0.5893528,0.41588728027430566
quantity of capital,action from the pulpit,semantic_scholar,jstor,3.0,4,0,11,0.8285098499285155,0.07988124,0.0375,0.875849621463186,0.33420464,0.41585142180931783
money and capital,the soviet pretense,scopus,jstor,3.0,3,0,20,0.4673787893439828,0.30141875,0.15,0.49408409056593455,0.6032339,0.41577265480336045
fractional-order set-point weighted controllers,the defence of duress,scopus,jstor,4.0,4,0,30,0.7036593840564163,-0.007289039,0.275,0.7438653930523647,0.22834738,0.41573758968044167
business cluster and regional development,karl marx and say's law,semantic_scholar,jstor,5.0,5,0,34,0.5794332301543016,0.05924082,0.325,0.6125411488319945,0.30913946,0.41556020305241187
industrialization in himachal pradesh,measurement of tax progressivity,semantic_scholar,jstor,4.0,4,0,31,0.6631869522528651,0.017069321,0.2875,0.7010804290861627,0.25792754,0.4155026553501931
welfare changes and social movements,religion and the class structure,semantic_scholar,jstor,5.0,5,0,18,0.8385254915624211,-0.002003937,0.125,0.8864375413708661,0.23476547,0.41540100379959655
stakeholding and full employment,david hume and monetarism,semantic_scholar,jstor,4.0,4,0,19,0.7627700713964739,0.053601,0.1375,0.8063535736523723,0.30229062,0.41538139735733987
between radical and market-based innovation,the future of the submarine,semantic_scholar,jstor,5.0,5,0,30,0.6805051420247665,0.011727326,0.275,0.7193881534390552,0.25144035,0.4152761665600175
foreign exchange and gold policies,cambodia in 2012,semantic_scholar,jstor,5.0,3,0,30,0.6024640760767093,0.079609066,0.275,0.6368879416732119,0.3338741,0.4152540160267925
the wrist factor,the multi-sector multiplier,semantic_scholar,jstor,3.0,3,0,17,0.7297563831157798,0.102473214,0.1125,0.7714535342789788,0.3616397,0.4151977475198474
thinking inside the box,women in labor economics textbooks,semantic_scholar,jstor,4.0,5,0,23,0.7005388761383141,0.06584914,0.1875,0.7405665841376867,0.31716442,0.4150770017397432
predatory trading,the failure of western policies,repec,jstor,2.0,5,0,26,0.5777188298841613,0.14185372,0.225,0.6107287903817379,0.40946236,0.4150637176365284
why trade matters after all,taxation and u.s. multinational investment,elsevier,jstor,5.0,5,0,31,0.6757030970216692,0.005034767,0.2875,0.714311727010842,0.24331309,0.4150416053413139
the economy of montana,ensuring energy security,semantic_scholar,jstor,4.0,3,0,26,0.4919098582484146,0.21625528,0.225,0.5200168268102746,0.49981362,0.41494348102868733
unshackle india's strategic thinking,controlling export controls,scopus,jstor,4.0,3,0,31,0.5602287114655289,0.10519922,0.2875,0.5922393136451279,0.36495012,0.414896478031398
the economics of networks,comments,semantic_scholar,jstor,4.0,1,0,19,0.7120516440958824,0.09642084,0.1375,0.7527371738518581,0.35428986,0.4148423444617227
managing for creativity,the economics of usury regulation,scopus,jstor,3.0,5,0,20,0.712229059499933,0.08557298,0.15,0.7529247264977234,0.34111655,0.41468042469408567
mutagenesis and cancerogenesis,fighting inflation,semantic_scholar,jstor,3.0,2,0,26,0.5263613559678152,0.18558612,0.225,0.5564368298301304,0.4625698,0.41466887760987564
complementarities in innovation policy,judicial education on equality,scopus,jstor,4.0,4,0,24,0.8014450631136167,-0.03346291,0.2,0.847238394585369,0.19656253,0.4146003077318661
from the editor,the international pattern of authority,scopus,jstor,3.0,5,0,27,0.772046849632954,-0.038759388,0.2375,0.8161604126507499,0.19013064,0.4145970162489168
cities and the environment,bush and the generals,repec,jstor,4.0,4,0,19,0.7575540190785702,0.05611307,0.1375,0.800839484171647,0.30534118,0.4145602227702996
malthus's methodological and macroeconomic thought,due process in security dismissals,semantic_scholar,jstor,5.0,5,0,38,0.5937957899160655,0.0029055616,0.375,0.6277243630468511,0.24072742,0.414483929222811
tales from smoke-filled rooms,labour-only again,semantic_scholar,jstor,4.0,2,0,28,0.5146140167221416,0.17405382,0.25,0.5440182657872158,0.4485653,0.4141945233555144
manipulability in school choice,crime and fear on campus,elsevier,jstor,4.0,5,0,23,0.6625585677134681,0.096593626,0.1875,0.7004161396259811,0.3544997,0.4141386124370743
readings in business cycles,political review,semantic_scholar,jstor,4.0,2,0,23,0.5508877785658662,0.19367066,0.1875,0.5823646542853286,0.47238746,0.4140840390465714
big business weds big media,the impact of population shifts,scopus,jstor,5.0,5,0,30,0.5500429737860562,0.12233685,0.275,0.5814715786668905,0.38576162,0.41407773242702905
strategic framing in contracts,generational aspects of medicare,repec,jstor,4.0,4,0,16,0.8193365776101958,0.03193864,0.1,0.8661522025510606,0.27598444,0.41404554627487844
tribute to alfred hill,sophistry and small boats,semantic_scholar,jstor,4.0,4,0,19,0.656075287302224,0.14309531,0.1375,0.6935624145984298,0.41097012,0.41401084540683847
not enough money,minimizing grain storage costs,semantic_scholar,jstor,3.0,4,0,24,0.5786375623578446,0.15896232,0.2,0.611700017808148,0.43023857,0.41397953085047295
three essays on payout policy,the economy of guilt,semantic_scholar,jstor,5.0,4,0,15,0.7911877721292356,0.06656596,0.0875,0.836395017857038,0.31803492,0.41397664499106773
information and two-sided platform profits,understanding real interest rates,scopus,jstor,5.0,4,0,27,0.7133544323742433,0.010378975,0.2375,0.7541144014376829,0.24980293,0.4138057778602981
organizations versus institutions,unionism and wage differentials,semantic_scholar,jstor,3.0,4,0,24,0.7795569092744815,-0.016608134,0.2,0.8240995854858892,0.21703053,0.4137100368978029
comments on calibration,rutgers april 1973,ssrn,jstor,3.0,3,0,23,0.4577036541524985,0.27339652,0.1875,0.4838561331122026,0.5692044,0.4135201743870611
an actor-based strategy of growth,economic policy for fiscal 1963,semantic_scholar,jstor,5.0,5,0,34,0.5742392437486782,0.058486875,0.325,0.6070503860756522,0.3082239,0.4134247630849403
law of contracts,monetary and fiscal policies,semantic_scholar,jstor,3.0,4,0,16,0.7725393039369071,0.070858166,0.1,0.8166810050320504,0.32324728,0.4133094295763929
income inequality and colonialism,the changed world economy,scopus,jstor,4.0,4,0,22,0.6895953854729848,0.08124353,0.175,0.7289977993398458,0.33585894,0.41328558013934397
habit formation and aggregate consumption,america as the grand facilitator,semantic_scholar,jstor,5.0,5,0,17,0.8694282672026621,-0.024224984,0.1125,0.9191060538200568,0.20778082,0.413128958977197
on the development of economics,inventory dynamics under transaction costs,semantic_scholar,jstor,5.0,5,0,31,0.7267346660603174,-0.044170756,0.2875,0.7682591609840518,0.18355921,0.4131061233641348
government information transparency,some implications of full-employment policy,repec,jstor,3.0,5,0,34,0.6467405317973949,-0.0054918434,0.325,0.6836942856002515,0.23052986,0.4130747150874358
to study the public administration,moral hazard in traffic games,semantic_scholar,jstor,5.0,5,0,25,0.6908843295177649,0.04842188,0.2125,0.7303603916539929,0.29600123,0.412953872454636
airline switching revenue with price-guarantees,our pacific neighbours,scopus,jstor,5.0,3,0,33,0.7638748925801008,-0.0975466,0.3125,0.8075215226098259,0.11874101,0.4129208452398367
the instability of power sharing,book review correction,semantic_scholar,jstor,5.0,3,0,26,0.6840061201989611,0.04381597,0.225,0.7230891720918614,0.29040793,0.4128323659786846
producing global managers,nightmare in baluchistan,semantic_scholar,jstor,3.0,3,0,15,0.7368829309332041,0.11083847,0.0875,0.7789872820174865,0.37179828,0.4127618529729105
toward limited exchange-rate flexibility,tax policy and gifts,semantic_scholar,jstor,4.0,4,0,24,0.7550119889434048,0.0023490041,0.2,0.7981522063658071,0.24005157,0.4127345913067603
mean‐variance model for portfolio selection,wheat cartelization and domestic markets,semantic_scholar,jstor,5.0,5,0,25,0.8185545683226647,-0.06340145,0.2125,0.8653255104622171,0.16020596,0.41267715691198653
the challenges of tourism,intergenerational transmission of health,semantic_scholar,jstor,4.0,4,0,19,0.8505317485662419,-0.029536322,0.1375,0.8991298173322122,0.20133087,0.41265356257405017
history and theory,locating distribution,semantic_scholar,jstor,3.0,2,0,17,0.6403729533481601,0.17370743,0.1125,0.6769628735658857,0.44814464,0.4125358393549036
lingo bingo,campaign communications media,scopus,jstor,2.0,3,0,24,0.5607940161280398,0.17089024,0.2,0.5928369189418112,0.44472352,0.41252014521482105
unburdening the child,interview with christopher a. sims,scopus,jstor,3.0,5,0,31,0.6470154480826261,0.023690969,0.2875,0.6839849101768628,0.26596868,0.41248453018621256
waiting to persuade,fixed preferences and changing tastes,semantic_scholar,jstor,3.0,5,0,24,0.8240419241993676,-0.05838283,0.2,0.8711264053675205,0.16630043,0.4124756120871395
fighting against the odds,playing fair,scopus,jstor,4.0,2,0,21,0.6183973271589134,0.15118541,0.1625,0.653731594081485,0.4207945,0.4123420270269989
securities law framework,"the ""new history"" in sociology",semantic_scholar,jstor,3.0,5,0,26,0.6341718324267314,0.08564165,0.225,0.6704074301850382,0.34119993,0.41220245488920426
interest and bank rate,the urge for democracy,semantic_scholar,jstor,4.0,4,0,22,0.6359727033932191,0.1250882,0.175,0.6723112001335046,0.3891028,0.4121379956376361
predatory entrapment,front matter,scopus,jstor,2.0,2,0,10,0.8427498280790526,0.06850193,0.025,0.8909032499431228,0.3203859,0.4120963843543879
adjoint credit risk management,don't shoot the messenger,semantic_scholar,jstor,4.0,4,0,21,0.7162640491007405,0.06538116,0.1625,0.7571902691642107,0.31659615,0.41209547318748835
privatization of public enterprises,wealthier is healthier,scopus,jstor,4.0,3,0,25,0.7344130440026435,0.007818632,0.2125,0.776376269567393,0.24669375,0.4118566716076211
unions and the share economy,notice board,semantic_scholar,jstor,5.0,2,0,18,0.7666518779999278,0.0516443,0.125,0.8104571806819347,0.29991445,0.4117905433784295
foreword editor-in-chief,more is needed,scopus,jstor,2.0,3,0,18,0.6956655929999347,0.11326333,0.125,0.7354148491373113,0.37474295,0.4117192680355724
appraisal of integrated transport policies,suppression of inventions,semantic_scholar,jstor,5.0,3,0,27,0.7330166661378312,-0.012419425,0.2375,0.7749001048308833,0.22211717,0.4115057585074578
the geography of hedge funds,sectoral shifts and cyclical unemployment,scopus,jstor,5.0,5,0,29,0.6241515980843952,0.061721947,0.2625,0.6598146551486705,0.31215248,0.41148904342243586
preventive restriction of fdi outflow,comment and correspondence,semantic_scholar,jstor,5.0,3,0,27,0.6858696621268817,0.028516665,0.2375,0.7250591939235763,0.27182886,0.41146268465601854
directions for tax policy,the stability of dynamic processes,semantic_scholar,jstor,4.0,5,0,15,0.8572845687842559,0.002765607,0.0875,0.906268483254249,0.24055748,0.41144198671080506
pension plans under collective bargaining,dollar and kraay reply,semantic_scholar,jstor,5.0,4,0,31,0.6421448859296686,0.025316771,0.2875,0.6788360516348083,0.267943,0.41142634882260026
principles of reinsurance,culture patterns of puerto rico,semantic_scholar,jstor,3.0,5,0,16,0.7581608048639378,0.07861421,0.1,0.8014809407583964,0.33266598,0.4113823068735365
business and the great society,living standards,semantic_scholar,jstor,5.0,2,0,20,0.6883791671107077,0.09814319,0.15,0.7277120881412295,0.35638145,0.41136451142145086
understanding new resource projects,about the authors,repec,jstor,4.0,3,0,28,0.5889267216456958,0.102275774,0.25,0.6225770837455251,0.36139998,0.41132568738160064
in my own defense...,india's new five-year plan,semantic_scholar,jstor,4.0,4,0,16,0.7050950935222077,0.12445949,0.1,0.7453831367367071,0.38833928,0.41124080593962015
on the editorial transition,front matter,scopus,jstor,4.0,2,0,19,0.7487767802667672,0.05546256,0.1375,0.7915607275081348,0.30455124,0.41120399043005945
editorial policy,ancient festival and modern use,scopus,jstor,2.0,5,0,25,0.5883484054145521,0.13307226,0.2125,0.6219657234192998,0.39879838,0.4110880332470308
older and wiser,"how states can ""go nuclear""",scopus,jstor,3.0,5,0,20,0.6786566122473789,0.10557772,0.15,0.7174340015289383,0.36540973,0.4109479111312892
regime switches in interest rates,adam smith's philosophy of science,ssrn,jstor,5.0,5,0,29,0.7018360019944294,-0.0073791817,0.2625,0.7419378257592157,0.22823793,0.41089191757306903
"what is ""false or misleading",new perspective on the north,semantic_scholar,jstor,5.0,5,0,28,0.638957063527948,0.05764116,0.25,0.6754660819910199,0.30719686,0.4108876458453546
comments from the editor,democracy's time constraints,scopus,jstor,4.0,3,0,16,0.8146130799625567,0.028177533,0.1,0.8611588115527231,0.27141702,0.4108586111013756
recent developments in us antitrust,proper risk aversion,semantic_scholar,jstor,5.0,3,0,25,0.6582183780869638,0.07158995,0.2125,0.6958279582763204,0.3241359,0.41082128594002754
advence income property appraisal,modern diplomacy,semantic_scholar,jstor,4.0,2,0,21,0.7683738449994668,0.016800223,0.1625,0.8122775382128059,0.25760072,0.4107927543033063
competition and age-structure,elasticities in aids models,semantic_scholar,jstor,3.0,4,0,22,0.7087387592709372,0.058396675,0.175,0.749234995911391,0.30811435,0.41078311525115413
cover and contents,managing strategic buyers,repec,jstor,3.0,3,0,19,0.6483943436779002,0.14161465,0.1375,0.6854425937339892,0.40917203,0.4107048740123785
value creation in successful lbos,quasi-concave programming,semantic_scholar,jstor,5.0,2,0,26,0.6478621329579689,0.06998181,0.225,0.6848799733165848,0.32218304,0.41068767202708284
rules of fair division,taxation and corporate enterprise,semantic_scholar,jstor,4.0,4,0,27,0.6399901394871461,0.06652175,0.2375,0.6765581863128749,0.31798124,0.4106798098154733
institutions and growth volatility,discussion,semantic_scholar,jstor,4.0,1,0,28,0.5443310539518172,0.139474,0.25,0.5754332885668055,0.4065725,0.4106685931657876
who owns appalachia,author biographies,semantic_scholar,jstor,3.0,2,0,17,0.6788235365160985,0.13562037,0.1125,0.7176104635922242,0.40189272,0.41066772841506965
chain banking in the district,arguing about soviet democracy,repec,jstor,5.0,4,0,23,0.7025299901760595,0.053174697,0.1875,0.7426714673522917,0.30177292,0.4106481298765807
measuring the antitrust revolution,program,ssrn,jstor,4.0,1,0,29,0.408248290463863,0.24752462,0.2625,0.4315749664251043,0.53778625,0.4106204039237245
determinants of money stock,"""north-south"" negotiations",semantic_scholar,jstor,4.0,2,0,21,0.7522166696057639,0.03042944,0.1625,0.795197166804174,0.27415168,0.41061628321929095
regime change,group preferences,repec,jstor,2.0,2,0,14,0.7174960033341753,0.13267708,0.075,0.7584926153573271,0.3983185,0.4106037048946776
rural digital services,coping with the lippmann gap,repec,jstor,3.0,5,0,26,0.5330017908890261,0.16956049,0.225,0.5634566889333086,0.4431087,0.4105217988665686
redistribution and labour supply,la nueva megalomanía alemana,scopus,jstor,4.0,4,0,36,0.48994150084801,0.10387065,0.35,0.5179360005120751,0.36333674,0.410424247478787
temporary buydowns and affordability,the nicaragua debate,scopus,jstor,4.0,3,0,26,0.6908492797077574,0.031590506,0.225,0.7303233391520462,0.27556166,0.41029499989340973
austrian social security database,germany and western union,repec,jstor,4.0,4,0,24,0.649747431983581,0.08782839,0.2,0.6868729954129059,0.34385544,0.41024281200983786
patterns of sardinian migration,discussion,scopus,jstor,4.0,1,0,27,0.524672182297103,0.16580755,0.2375,0.5546511393881803,0.43855125,0.410234128836028
equality in anarchy,documents and source material,semantic_scholar,jstor,3.0,4,0,20,0.7125253031944253,0.07426447,0.15,0.7532378970987782,0.3273838,0.4102072278462246
der nutzwert der nutzwertanalyse,more means less,repec,jstor,4.0,3,0,27,0.616857759715211,0.08539496,0.2375,0.65210405813499,0.34090036,0.41016813989097445
fixed costs and labor supply,the feldstein‐horioka fact,semantic_scholar,jstor,5.0,3,0,22,0.6803360514166089,0.08140807,0.175,0.719209401255046,0.3360588,0.41008939890238794
new orders and asset prices,retroactivity exacerbated,scopus,jstor,5.0,2,0,22,0.6588256841162783,0.100047156,0.175,0.6964699648329513,0.3586936,0.410054521511293
die argentinische krise,tracking down the dlp voter,repec,jstor,3.0,5,0,18,0.6909090909090908,0.113287665,0.125,0.7303865678729257,0.3747725,0.4100530189812727
multi-market trading and arbitrage,what's past is prologue,scopus,jstor,4.0,4,0,31,0.6099942813304187,0.049856767,0.2875,0.644848411209658,0.2977437,0.41003070636831235
modularization assessment of product architecture,conditions of american technological progress,repec,jstor,5.0,5,0,22,0.8748369397905098,-0.088412665,0.175,0.9248237695950635,0.12983301,0.40988559413811787
complexity and economy,campaign appeals and legislative action,repec,jstor,3.0,5,0,29,0.6619204530239164,0.024517408,0.2625,0.6997415640499126,0.26697227,0.4097379458793644
nan,american government and politics,repec,jstor,1.0,4,0,29,0.5570066518960166,0.115825534,0.2625,0.588833150574728,0.37785444,0.40972919573689964
reheating in inflationary cosmology,the myth of security,semantic_scholar,jstor,4.0,4,0,21,0.6490990986661411,0.11741365,0.1625,0.6861876173323549,0.37978297,0.4094901973507854
marketing and distribution research,the limits of consensual decision,semantic_scholar,jstor,4.0,5,0,20,0.7849462365591398,0.009439553,0.15,0.8297968505969997,0.24866214,0.40948633151423125
the state of urban renewal,the business outlook,semantic_scholar,jstor,5.0,3,0,20,0.6811865761413325,0.09966566,0.15,0.720108523647204,0.3582303,0.40944627214809753
value and growth investing,editorial,semantic_scholar,jstor,4.0,1,0,17,0.5969620057957092,0.20377582,0.1125,0.6310714916053056,0.4846589,0.40941012950945693
forecast in detail,some dilemmas of counterinsurgency,scopus,jstor,3.0,4,0,20,0.7835467939002064,0.010304895,0.15,0.8283174459487727,0.24971299,0.40934347822767264
informality and development,friends as foes,semantic_scholar,jstor,3.0,3,0,20,0.6227991553292183,0.14884561,0.15,0.6583849359060151,0.41795313,0.4087793564963613
third world regional integration,our place in the sun,elsevier,jstor,4.0,5,0,24,0.7010852072581887,0.03941389,0.2,0.74114413177285,0.28506216,0.408735431947024
the principles behind the policies,sri lanka in 2011,semantic_scholar,jstor,5.0,4,0,31,0.5357583756107197,0.11113939,0.2875,0.5663707806429423,0.37216368,0.40867815460632767
referral-based job search networks,foreign and comparative government,repec,jstor,4.0,4,0,28,0.7235680511449364,-0.021518905,0.25,0.7649116105895749,0.21106702,0.4086595438275573
strategic analysis of influence peddling,negligence and interest,scopus,jstor,5.0,3,0,19,0.8656303011571022,-0.05265259,0.1375,0.915091077868207,0.1732591,0.40861672407523253
inefficient policies and incumbency advantage,last train from baghdad,scopus,jstor,5.0,4,0,28,0.6320928277130049,0.05789478,0.25,0.6682096343571496,0.30750486,0.4085714989680234
no news in business cycles,monetary policy and economic change,scopus,jstor,5.0,5,0,25,0.6674912392349772,0.05787043,0.2125,0.7056306563698541,0.30747527,0.40853530840354796
dynamic asset allocation with learning,pro bono publico,semantic_scholar,jstor,5.0,3,0,36,0.48186942465242666,0.10620274,0.35,0.5094026983661396,0.36616874,0.40852381192587955
praising the sun,incomes policies,semantic_scholar,jstor,3.0,2,0,16,0.6335525936249404,0.17983827,0.1,0.6697528090357655,0.45558977,0.40844752676883916
opec joins north-south debate,the nuclear debate,semantic_scholar,jstor,4.0,3,0,17,0.7235359517703827,0.09121,0.1125,0.7648776771064009,0.347962,0.40844655637725874
externalities in urban buses,study in murder,elsevier,jstor,4.0,3,0,21,0.7029399400673934,0.067965716,0.1625,0.7431048411464289,0.31973475,0.408446531108207
how crowdfunding influences innovation,reply to book review,semantic_scholar,jstor,4.0,4,0,30,0.5439684175981748,0.11361654,0.275,0.575049931732733,0.37517187,0.40840726724198095
rethinking contingency fees,the trans-tasman single aviation market,semantic_scholar,jstor,3.0,5,0,26,0.6950575679978244,0.023148328,0.225,0.7347720825268909,0.2653097,0.4083605913186763
health and the household,ethnic groups and foreign policy,scopus,jstor,4.0,5,0,26,0.6092717958449424,0.0974931,0.225,0.6440846440208652,0.355592,0.40822555214208683
controlling spurious drift,the new ethiopian monetary system,elsevier,jstor,3.0,5,0,31,0.56986162183572,0.0802285,0.2875,0.6024226336165787,0.33462635,0.408182993481044
values-based supply chains,the first australians,semantic_scholar,jstor,3.0,3,0,19,0.7100107226918819,0.08157165,0.1375,0.7505796373551175,0.3362574,0.408112345161209
racial bias in algorithmic ip,futures prices in supply analysis,ssrn,jstor,5.0,5,0,26,0.6851469732298897,0.031050306,0.225,0.7242952117006484,0.27490565,0.4080669545028111
energy and capital,japan's foreign relations,semantic_scholar,jstor,3.0,3,0,13,0.8085428229838166,0.057339787,0.0625,0.8547417094778685,0.30683088,0.40802419750133057
socially-efficient tax reforms,fitness for burning,repec,jstor,3.0,3,0,21,0.7183811165192392,0.053018305,0.1625,0.7594283025409583,0.301583,0.40783709820594405
reply to robert reback's comment,review article,semantic_scholar,jstor,5.0,2,0,26,0.6823494524023584,0.032889288,0.225,0.7213378448593971,0.27713886,0.40782556796432723
aes awards for outstanding achievement,belgium's unemployment problem,semantic_scholar,jstor,5.0,3,0,34,0.5783517448238059,0.040991113,0.325,0.611397869102231,0.2869775,0.40779178960855517
trust and trading volume,food from australia,elsevier,jstor,4.0,3,0,15,0.7271792483455793,0.10687619,0.0875,0.7687291460135471,0.36698657,0.4077385729186698
when the price is free,violent self help,scopus,jstor,5.0,3,0,15,0.7419822332162692,0.09398025,0.0875,0.7843779505469364,0.3513261,0.4077346861752524
geography and comparative advantage,the differing faces of africa,semantic_scholar,jstor,4.0,5,0,26,0.6623510883946346,0.049988016,0.225,0.7001968052597362,0.2979031,0.40769996532504815
choice of law,practical problems of point four,semantic_scholar,jstor,3.0,5,0,23,0.7438343052617367,0.009860521,0.1875,0.7863358471248529,0.24917334,0.40766973010215435
keynes and economic development,on efficiency of migration,scopus,jstor,4.0,4,0,21,0.7096921893772001,0.060130604,0.1625,0.7502429035394464,0.31021997,0.40765429228839195
welfare reducing licensing,ticket pricing,semantic_scholar,jstor,3.0,2,0,20,0.6851601597031489,0.09168675,0.15,0.7243091516285968,0.34854093,0.40761669452289184
lehan k. tunks—a tribute,the socialist dollar crisis,semantic_scholar,jstor,4.0,4,0,25,0.603987149262376,0.11087249,0.2125,0.6384980409052754,0.3718396,0.40761255120922407
welcome address,the real divisions of europe,repec,jstor,2.0,5,0,21,0.7033533126053655,0.0655228,0.1625,0.7435418331519402,0.3167681,0.40760331431679053
communicating with credibility,aquino takes charge,semantic_scholar,jstor,3.0,3,0,23,0.588723986943652,0.14469224,0.1875,0.6223627650961356,0.4129094,0.40759071787943696
the democratic tax proposals,comment on orwin,semantic_scholar,jstor,4.0,3,0,22,0.6061678943403653,0.13971074,0.175,0.6408033903844994,0.40685996,0.4075544515056028
privatizing british rail,the advertising-concentration controversy,semantic_scholar,jstor,3.0,3,0,31,0.6204685317160024,0.034426786,0.2875,0.6559211440638487,0.27900594,0.40747569626423336
the modern living wage movement,cogsa 1971,semantic_scholar,jstor,5.0,2,0,33,0.28180093098831727,0.30863124,0.3125,0.29790260037993094,0.61199254,0.4074650461184141
finding the environmental sweet spot,bully of the free world,scopus,jstor,5.0,5,0,27,0.6417439789174838,0.05691792,0.2375,0.6784122374159498,0.30631858,0.40741027284007614
major tribunal decisions 1982,israel's flexible voters,semantic_scholar,jstor,4.0,3,0,25,0.6669389422208676,0.055272248,0.2125,0.7050468019584855,0.30432013,0.4072889762434708
quantitative methods in reinsurance,new zealand review,semantic_scholar,jstor,4.0,3,0,25,0.7102319271248314,0.0175342,0.2125,0.7508134810672731,0.25849205,0.4072685112074524
policies and economics,information and consumer behavior,semantic_scholar,jstor,3.0,4,0,21,0.7827803638564369,-0.0044594775,0.1625,0.827507223277586,0.23178354,0.407263587444788
the way light falls,affirmative action and its enforcement,semantic_scholar,jstor,4.0,5,0,35,0.5905385953574926,0.018710697,0.3375,0.6242810574284517,0.25992078,0.4072339444396007
pay equity and wage justice,judicial review of emergency powers,semantic_scholar,jstor,5.0,5,0,22,0.761354724782839,0.0035957135,0.175,0.8048573563220675,0.24156553,0.4071409606179454
rational exuberance booms,peace principles,semantic_scholar,jstor,3.0,2,0,19,0.5940885257860046,0.17994896,0.1375,0.6280338253916825,0.45572418,0.4070860017121343
accommodating families,frank knight as colleague,repec,jstor,2.0,4,0,19,0.6596992457003137,0.12274091,0.1375,0.6973934403749357,0.38625228,0.40704857480830786
scholarly resources on the internet,arab views,scopus,jstor,5.0,2,0,33,0.5253512004288645,0.09557773,0.3125,0.5553689555658894,0.353266,0.40704498543785667
