,title
12963,Optimising the two‐stage randomised trial design when some participants are indifferent in their treatment preferences
12964,The Random Spatial Economy and Its Evolution
12965,Diffusion and drift in a medium with randomly distributed traps
12966,Does price disclosure in pharmaceutical advertising result in price transparency? Evidence from a randomized experiment
12967,Stock market in India – is it a random walk?
12968,Evidence from a Randomized Experiment in Mexico
12969,Forecasting Macroeconomic Time Series Using Sparse Random Forest Models
12970,Study on Information Mining Technology with Empirical Research on China's Securities Market Transactions’ Random Walk
12971,On the Impact of Random Actions on Opinion Dynamics
12972,Do the foreign exchange rates really follow a random walk?: An empirical question revisited
12973,Hybrid models of Random utility maximization and random regret minimization: Results from two empirical studies
12974,Does It Pay to Pay?: A Randomized Trial of Prepaid Financial Incentives and Lottery Incentives in Surveys of Nonphysician Healthcare Professionals
12975,Can Coupon Holding Duration and Message Framing Increase the Effect of Push Notifications on Mobile Coupon Redemption? Evidence from A Randomized Field Experiment
12976,"Valuing externalities from water supply: Status quo, choice complexity and individual random effects in panel kernel logit analysis of choice experiments"
12977,"Urban developments and daily travel distances: Fixed, random and hybrid effects models using a Dutch pseudo-panel over three decades"
12978,The role of social entrepreneurship in the development of the non-salary economy of the regions Arctic zone of Russia
12979,Building trust in rural producer organizations: results from a randomized controlled trial
12980,Estimating slim-majority effects in US state legislatures with a regression discontinuity design under local randomization assumptions
12981,Capacity Expansion for Random Exponential Demand Growth with Lead Times
12982,Team Visibility and City Travel: Evidence From the UEFA Champions' League Random Draw
12983,TREND INVESTMENT PROCESS V SPHERE OF INNOVATION IN ARCTIC REGIONS OF RUSSIA
12984,Naïve Learning in Social Networks with Random Communication
12985,Sharp symbolic nonparametric bounds for measures of benefit in observational and imperfect randomized studies with ordinal outcomes
12986,Making dynamic production planning for enterprise under fuzzy-random environment
12987,A Random Forest Method for Identifying the Effectiveness of Innovation Factor Allocation
12988,RANDOM DRUG TESTING MANUAL
12989,[Expenditures for treatment and the economic aspects of myocardial infarct morbidity].
12990,Modeling pedestrian-injury severities in pedestrian-vehicle crashes considering spatiotemporal patterns: Insights from different hierarchical Bayesian random-effects models
12991,An LM test based on generalized residuals for random effects in a nonlinear model
12992,SOCIO-ECONOMIC STUDY OF BOTE COMMUNITY PEOPLE ” A CASE STUDY OF DARCHHA VILLAGE DEVELOPMENT COMMITTEE OF PALPA DISTRCT
12993,Economic production quantity model for randomly failing production process with minimal repair and imperfect maintenance
12994,Continuous Random Variables and Vectors
12995,"Biodiversity revision of a large arctic region as a basis for its monitoring and protection under conditions of active economic development (Nenetsky Autonomous Okrug, Russia)"
12996,Enhancing flexibility in supply chains: Modelling random demands and non-stationary supply information
12997,Spillovers in Technology Adoption: Evidence from a Randomized Experiment in Pakistan (IGC Policy Brief)
12998,"Monitoring, Human Health Risk Assessment and Optimized Management for Typical Pollutants in Indoor Air from Random Families of University Staff, Wuhan City, China"
12999,Transformations that minimize the Gini index of a random variable and applications
13000,Effects of correlations and fees in random multiplicative environments: Implications for portfolio management.
13001,Estimating Production Activity Costs for Multioutput Firms with a Random Coefficient Regression Model
13002,On Randomized Reinsurance Contracts
13003,The Value of Improved Water Quality A Random Utility Model of Recreation in the Stockholm Archipelago
13004,Financial Management of a Large Multisite Randomized Clinical Trial
13005,Contagion model on counterparty credit risk in the CRT market by considering the heterogeneity of counterparties and preferential-random mixing attachment
13006,The Effect of Degree Attainment on Arrests: Evidence from a Randomized Social Experiment
13007,Microfinance RCTs in Development
13008,Combined fixed and random effects estimators
13009,Persistence in Random Bond Ising Models of a Socio-Econo Dynamics in High Dimensions
13010,Random feature neural networks learn Black-Scholes type PDEs without curse of dimensionality
13011,Economic support to improve tuberculosis treatment outcomes in South Africa: a qualitative process evaluation of a cluster randomized controlled trial
13012,Forecasting with a Random Walk
13013,Bias correction for inverse variance weighting Mendelian randomization
13014,0 Balanced versus Randomized Field Experiments in Economics :
13015,"Assessing mortgage servicing rights using a reduced-form model: Considering the effects of interest rate risks, prepayment and default risks, and random state variables"
13016,Does alleviating poverty increase cognitive performance? Short- and long-term evidence from a randomized controlled trial
13017,"Cash or In-kind Transfers? Evidence from a Randomised Controlled Trial in Delhi, India"
13018,"Performance Evaluation of the GIS-Based Data-Mining Techniques Decision Tree, Random Forest, and Rotation Forest for Landslide Susceptibility Modeling"
13019,Nobel Rebels in Disguise — Assessing the Rise and Rule of the Randomistas
13020,Evolution of cooperation with respect to fixation probabilities in multi-player games with random payoffs.
13021,Definition and Diagnosis of Problematic Attrition in Randomized Controlled Experiments
13022,A recursive scheme for perpetuities with random positive interest rates. Part I. Analytical results
13023,Assessing the Ability of Matching to Address Attrition Bias in a Randomized Experiment using Data from the Rand Health Insurance Experiment
13024,Single-resource capacity control with random-fuzzy demand
13025,Characterization of Randomized External Source Output Map Reduce Expressions
13026,Stochastic models of failure in random environments
13027,Cheating to Get Better Roommates in a Random Stable Matching
13028,NON-RANDOM SAMPLING IN THE CALIBRATION OF DISAGGREGATE CHOICE MODELS
13029,Willingness-to-pay estimates and the distributional property of the random payment coefficient: A sensitivity test
13030,Optimal contracts with random monitoring
13031,"Getting Tired of Work, or Re-Tiring in Absence of Decent Job Opportunities? Some Insights from an Estimated Random Utility/Random Opportunity Model on Belgian Data."
13032,Can Mentoring Help Female Assistant Professors in Economics? An Evaluation by Randomized Trial
13033,Participation of the state in the economic development of Russia’s Arctic: privatization (historical aspect)
13034,An innovative pay-for-performance (P4P) strategy for improving malaria management in rural Kenya: protocol for a cluster randomized controlled trial
13035,The Upward Bound College Access Program 50 Years Later: Evidence from a National Randomized Trial. IRP Discussion Paper No. 1426-14.
13036,Estimating Random Coefficient Logit Models with Full Covariance Matrix
13037,Household food security and household dietary diversity in rural Bangladesh during the COVID-19 pandemic - baseline results from a community-based cluster randomized controlled trial
13038,THE TERM STRUCTURE OF INTEREST RATES AS A GAUSSIAN RANDOM FIELD
13039,Comparative cost-effectiveness of interventions to improve medication adherence after myocardial infarction.
13040,Estimating prevalence of induced abortion and multiple sexual partners using improved randomized response technique for two sensitive attributes
13041,A Birandom Job Search Problem with Risk Tolerance
13042,Estimation of Random Coecient Demand Models: Two Empiricists' Perspective Job Market Paper Forthcoming in The Review of Economics and Statistics
13043,Random assignment under ordinal preferences: a separation characterisation
13044,Function Convex Order of Non-negative Random Variables and Portfolio Value at Risk
13045,NBER WORKING PAPER SERIES FISCAL POLICY AND HOUSEHOLDS’ INFLATION EXPECTATIONS: EVIDENCE FROM A RANDOMIZED CONTROL TRIAL
13046,Moving Forward vs. Inflicting Costs in a Random-Walk Model of War
13047,The loss-averse newsvendor problem with random yield
13048,Hormonal Contraceptives Do Not Impact Economic Preferences: Evidence from a Randomized Trial
13049,Input Efficiency as a Solution to Externalities: a randomized controlled trial
13050,Recent Behaviour of Stock Market Prices in Germany and the Random Walk Hypothesis
13051,How hazardous are hazard ratios? An empirical investigation of individual patient data from 27 large randomized clinical trials
13052,Economic evaluation of an experience sampling method intervention in depression compared with treatment as usual using data from a randomized controlled trial
13053,Research on the Validity of China's Stock Market Based on Random Walk Test
13054,"Retracted: Liu, Xinquan, Ye, Huaizhen (2009), A Random Regret.Minimization Model of Travel Choice Based on Information. International Conference on Transportation Engineering 2009 , doi: 10.1061/41039(345)373"
13055,The uncertainty problem in the random utility model due to measurement error
13056,Likelihood analysis of random effect stochastic frontier models with panel data
13057,"Mobile technology policy, attention allocation, and student performance: evidence from a video-tracking randomized field experiment"
13058,Random Walk or Stationarity With-Structural Break in Malaysian Stock Prices: An Empirical Note
13059,Randomized Controlled Trial Aversion among Public Sector Leadership: A Survey Experiment.
13060,A comparison of indigenous and non-indigenous enterprise in the Canadian sub-Arctic
13061,U-tests for variance components in one-way random effects models
13062,APPENDIX 3. Expected Niche Overlaps Assuming Randomly Overlapping One-Dimensional Niches
13063,STATISTICAL METHODS IN ECOMMERCE RESEARCH Chapter: Applications of randomized response methodology in e-commerce
13064,Good research practices for comparative effectiveness research: approaches to mitigate bias and confounding in the design of nonrandomized studies of treatment effects using secondary data sources: the International Society for Pharmacoeconomics and Outcomes Research Good Research Practices for Retr
13065,Cost-utility analysis of a one-time supervisor telephone contact at 6-weeks post-partum to prevent extended sick leave following maternity leave in The Netherlands: results of an economic evaluation alongside a randomized controlled trial
13066,[Clinical and Economic Efficacy of Ivabradine in Patients Suffered Myocardial Infarction].
13067,Mining Economies: Inuit Business Development and Employment in the Eastern Subarctic
13068,Newsvendor problem with random shortage cost under a risk criterion
13069,Optimal integrated maintenance production strategy with variable production rate for random demand and subcontracting constraint
13070,An Investigation of the Response Rates in a Random Digit Dialed Telephone Survey of Southern California
13071,Online RCT Ireland
13072,Using panel data for partial identification of human immunodeficiency virus prevalence when infection status is missing not at random
13073,Monopoly with random demand
13074,Estimating the Distribution of Treatment Effects From Random Design Experiments
13075,Efficiency of Random Decision Forest Technique in Polish Companies' Bankruptcy Prediction
13076,Statistical analysis of the primary sector in the Russian Arctic
13077,Association Between Atrial Fibrillation and Costs After Myocardial Infarction: A Community Study
13078,Analysis of Charcteristis of the Employment Structure of Industry in China
13079,INTERNATIONAL COOPERATION IN THE ARCTIC REGION: THE SEARCH AND RESCUE AND THE BARENTS COOPERATION
13080,Estimating the causal effects of policy information on voter turnout: An Internet based randomized field experiment in Japan
13081,Tax and customs mechanisms of impact for basic zones of development in the Аrctic and the basic ports of the Northern Sea Route
13082,РЕЖИМ АРКТИКИ: ХОД ПЕРЕГОВОРНОГО ПРОЦЕССА INTERNATIONAL LEGAL REGIME OF THE ARCTIC: NEGOTIATION PROCESS
13083,Weak form Market of Stock Market and Random Walk of Stock Price
13084,Promotion of exclusive breastfeeding is not likely to be cost effective in West Africa. A randomized intervention study from Guinea‐Bissau
13085,Randomized Trials vs Data Banking
13086,"Jane Jacobs. Random House, New York, 1984. 257 pp $17 95 (Hardback"
13087,Effects of Juvenile Incarceration : Evidence from Randomly-Assigned Judges
13088,"Production Control in the Face of Storable Raw Material, Random Supply, and an Outside Market"
13089,Forecasting Australia's exchange rate: : neural network versus random walk
13090,SOCIO ECOLOGICAL PROFILES OF PARTICIPANTS IN SPORTS ACTIVITY IN POLAND RANDOM TREE BASED ANALYSIS
13091,Focal random selection closes the gender gap in competitiveness
13092,Optimal production lot size and reorder point of a two-stage supply chain while random demand is sensitive with sales teams' initiatives
13093,Ultrasonography in the diagnosis and management of development hip dysplasia (UK Hip Trial): clinical and economic results of a multicentre randomised controlled trial.
13094,Changing Fortunes: Results from a Randomized Trial of the Offer of Debt Advice in England and Wales
13095,The Impact of The Stock Market Game on Financial Literacy and Mathematics Achievement: Results from a National Randomized Controlled Trial.
13096,The random expenditure function approach to welfare in RUM: The case of hazardous waste clean-up
13097,A random forest method for real-time price forecasting in New York electricity market
13098,Variance Ratio Tests of the Random Walk in the BRVM
13099,Exchange rate forecasting with an artificial neural network model : can we beat a random walk model?
13100,Random distribution kernels and three types of defaultable contingent payoffs
13101,Differential Variability of Test Scores among Schools: A Multilevel Analysis of the Fifth-Grade INVALSI Test Using Heteroscedastic Random Effects.
13102,"Testing the stability of welfare estimates in travel cost random utility models of recreation: An application to the Rotorua Lakes, New Zealand"
13103,Accounting for non-linearities and random heterogeneity in the estimation of willingness to pay with RP and SP data
13104,Use of Randomised Controlled Trials for Producing Cost-Effectiveness Evidence
13105,THE EFFICIENCY OF THE RUSSIAN STOCK MARKET: A REVISIT OF THE RANDOM WALK HYPOTHESIS
13106,Testing for unit roots in the context of misspecified logarithmic random walks
13107,High-performance financial simulation using randomized quasi-Monte Carlo methods
13108,Randomised trials in economics
13109,The Assessment Of Socio-Economic Potential Density Of Arctic Territories In Russia
13110,Unbalanced random matching markets
13111,"Hybrid random utility-random regret model in the presence of preference heterogeneity, modeling drivers’ actions"
13112,Robotic wood crafting: An arctic shelter in the canadian tundra
13113,The Role of Cognitive Decline on Retirement Decisions: A Mendelian Randomization Approach
13114,Game-theoretic model of agents’ interaction on a two-stage market with a random factor
13115,"KEYWORDS: Hypomagnesemia, Acute Myocardial infarction, arrhythmias."
13116,Cost-effectiveness of an integrated care program or COPD: The RECODE cluster randomized trial
13117,STOCHASTIC CHOICES IN TERMS OF RANDOM ORDERINGS1
13118,An on-line assignment problem with random effectiveness and costly information
13119,Revenue management under randomly evolving economic conditions
13120,Randomized household labor supply
13121,A biased-randomized variable neighborhood search for sustainable multi-depot vehicle routing problems
13122,Restructuring of the economy of resource-extracting regions of the Russian North and the Arctic as a necessary condition for sustainable territorial development
13123,The limitations of randomised controlled trials.
13124,Tourism as a factor of restructuring the economy of resource-producing regions of the Arctic (on the example of the Yamalo-Nenets Autonomous District)
13125,Clinical and economic choices in anaesthesia for day surgery : a prospective randomised controlled trial
13126,The Randomisation of Terrorist Attacks
13127,"Cost-effectiveness of collaborative care for chronically ill patients with comorbid depressive disorder in the general hospital setting, a randomised controlled trial"
13128,Performance of the UKPDS outcomes model for prediction of myocardial infarction and stroke in the ADDITION-Europe trial cohort: does the ADDITION validation add up?
13129,Applying Weights to Correct Distortions in a Non-Random Sample: An Application to Chilean Tourism Time Series Data
13130,Arctic challenges and problems of polar science
13131,Primary ventricular fibrillation in acute myocardial infarction: an inherited disease?
13132,Cost-effectiveness of exercise referral schemes enhanced by self-management strategies to battle sedentary behaviour in older adults: protocol for an economic evaluation alongside the SITLESS three-armed pragmatic randomised controlled trial
13133,An approximation scheme for impulse control with random reaction periods
13134,On Random Convex Analysis
13135,Conditional tail moment and reinsurance premium estimation under random right censoring
13136,Random Coefficient Models for Time-Series—Cross-Section Data: Monte Carlo Experiments
13137,Living Conditions in the Arctic
13138,"How Information about Inequality Impacts Belief in Meritocracy: Evidence from a Randomized Survey Experiment in Australia, Indonesia and Mexico"
13139,The Generalized Extreme Value Random Utility Model For Continuous Choice
13140,"Simulation Estimation of Mixed Discrete Choice Models Using Randomized Quasi-Monte Carlo Sequences: A Comparison of Alternative Sequences, Scrambling Methods, and Uniform-to-Normal Variate Transformation Techniques"
13141,On th number of pure Nash equilibria in random n-person games
13142,A reanalysis of cluster randomized trials showed interrupted time-series studies were valuable in health system evaluation.
13143,Effect of savings-led economic empowerment on HIV preventive practices among orphaned adolescents in rural Uganda: results from the Suubi-Maka randomized experiment
13144,"""Multi-model inference of non-random mating from an information theoretic approach"". I also attached a pdf with the changes in red. I fully acknowledge the positive feedback from you and the reviewers. All of the comments"
13145,Knowing Less is More: Observational Learning in Random Networks
13146,Value-at-risk portfolio estimation with copula on selected stocks using variable importance from random forest
13147,UCD CENTRE FOR ECONOMIC RESEARCH WORKING PAPER SERIES 2014 Can Early Intervention Policies Improve Well-being? Evidence from a randomized controlled trial
13148,Scotland ' s Rural College Revealing additional preference heterogeneity with an extended random parameter logit model : The case of extra virgin olive oil
13149,Antarctica and the law of the sea: An introductory overview
13150,What will autonomous trucking do to U.S. trade flows? Application of the random-utility-based multi-regional input–output model
13151,The cost-effectiveness of point of care testing in a general practice setting: results from a randomised controlled trial
13152,BC Bootstrap Confidence Intervals for Random Effects Panel Data Models
13153,What region in the Arctic has the best conditions for the implementation of regional industrial policy measures?
13154,Specifics of Economic Security Analysis of the Arctic Coastal Regions (the Murmansk Region Case)
13155,The effectiveness of implementation & sustainment facilitation: Results from a 39-site cluster randomized trial
13156,"Identification Analysis for Randomized Experiments with Noncompliance and ""Truncation-by-Death"""
13157,Sustainable Regional Development in the Nordic Arctic Policy recommendations
13158,Application of Random Coefficient Regression Models to the Aggregation Problem
13159,Clustering Random Curves Under Spatial Interdependence With Application to Service Accessibiblity. Comment.
13160,Random-Walk and Efficiency Tests of Central European Equity Markets
13161,How to Beat the Random Walk
13162,Cost and utilization avoidance with mail prompts: a randomized controlled trial.
13163,Testing the additive versus the compensatory hypothesis of mortality from ring recovery data using a random effects model
13164,Are Judges Randomly Assigned to Chapter 11 Bankruptcies? Not According to Hedge Funds
13165,Fight re with nance: a randomized eld experiment to curtail land-clearing re in Indonesia
13166,Modeling Volatility of Asset and Volume of Trade Returns in the Nigerian Stock Market in the Presence of Random Level Shifts
13167,Machine learning in applied econometrics: Deriving personal income drivers with randomized decision forests
13168,A collection of marginalized two-part random-effects models for analyzing medical expenditure panel data: Impact of the New Cooperative Medical Scheme on healthcare expenditures in China
13169,The vast costs of Arctic change:methane released by melting ice sheets will have global economic impacts that must be better modelled
13170,One-day CBT self-confidence workshops for people with depression: a randomised controlled trial to assess clinical and health economic outcomes and access by difficult to engage groups
13171,Random coefficients models of arms imports
13172,Certain Tests for Randomness Applied to Data Grouped into Small Sets
13173,The Stochastic Behavior Of Forward Contarct Premiums For Corn And Soybeans
13174,Random vs. Deterministic Cutoff Audit Policy: The Case of Risk Averse Taxpayers
13175,Economic Incentives to Reduce HIV Risks among Male Sex Workers: A Randomized Pilot in Mexico
13176,Newsvendor Model for Multi-Inputs and -Outputs with Random Yield: Applications to Agricultural Processing Industries
13177,The Price of Anarchy for the Load Balancing Game with a Randomizing Scheduler
13178,Snow Flower and the Secret Fan Snow Flower and Random House
13179,Economic stress or random variation? Revisiting german reunifi cation as a natural experiment to investigate the effect of economic contraction on sex ratios at birth
13180,Target Orientation of Technological Modernization of the Arctic Industrial Companies
13181,The Environmental Factor of Economic Development in the Russian Arctic
13182,Financial barriers to health care and outcomes after acute myocardial infarction.
13183,Convergence Analysis of Random Generators in Monte Carlo Simulation: Mersenne Twister and Sobol
13184,The Impact of Decentralized Data Entry on the Quality of Household Survey Data in Developing Countries: Evidence from a Randomized Experiment in Vietnam
13185,Heckle and Chide: Results of a Randomized Road Safety Intervention in Kenya
13186,Statistical matching of two surveys with a non randomlyselected common subset
13187,Evaluating Screening for the Early Detection and Treatment of Cancer without Using a Randomized Control Group
13188,Trade-offs between accuracy and interpretability in random-effects models of growth - Data and code
13189,Distinguishing random environmental fluctuations from ecological catastrophes for the North Pacific Ocean
13190,Monitoring of Innovative Technologies and Projects in the Field of Improved Industrial Energy Efficiency and the Industrial Implementation of New Energy Sources Aimed at Sustainable Development of the Northern (Arctic) Russian Regions
13191,Modeling distribution and abundance of Antarctic baleen whales using ships of opportunity
13192,A Phase II Trial Design with Bayesian Adaptive Covariate-Adjusted Randomization
13193,On the efficiency and optimality of random allocations
13194,Improvement Randomized Response Model of Quantity Sensitive Question
13195,REFER: Randomized Online Factor Selection Framework for portfolio Management
13196,A two-stage stratified Warner’s randomized response model using optimal allocation
13197,"Ron Chernow, The Warburgs (New York: Random House, 1993. xvii + 820 pp.) [German translation: Die Warburgs. Odyssee einer Familie (Berlin: Siedler, 1994. 995 pp. DM68)]--- Either ISSN or Journal title must be supplied"
13198,Study on Multi-Commodity Flow Supply Chain Network Equilibrium Model with Random Demand
13199,The applicability of previously developed land use planning activities during the implementation of the Arctic hectare program
13200,On randomness and probability
13201,"Stability, Fairness and Random Walks in the Bargaining Problem"
13202,Box–Cox t random intercept model for estimating usual nutrient intake distributions
13203,The determinants of trade costs: a random coefficient approach
13204,Industry collaboration and randomized clinical trial design and outcomes.
13205,"Choice Probabilities in Random Utility Models : Necessary and Sufficient Conditions for a Much Used Formula, andImplications for the Conditional Distributions of Achieved Utility"
13206,Testing the random walk of stock price returns on the UMOA’S financial market
13207,"Ross 2017, Effect of a price discount and consumer education strategy on food and beverage purchases in remote Indigenous Australia: a stepped-wedge randomised controlled trial, Lancet public"
13208,An economic analysis of patient controlled remifentanil and epidural analgesia as pain relief in labour (RAVEL trial); a randomised controlled trial
13209,"Price Pass-Through, Household Expenditure, and Industrial Strurcture"
13210,A Posteriori Risk Classification and Ratemaking with Random Effects in the Mixture-of-Experts Model
13211,"The Non-Random Brain: Efficiency, Economy, and Complex Dynamics"
13212,AN ARCTIC SUBMARINE PORT FACILITY
13213,Breaking Barriers to Renewable Energy Production in the North American Arctic
13214,Main Principles of the Strategy of Socioeconomic Development of the Northern and Arctic Regions of the Krasnoyarsk Territory (Krai)
13215,"Application of Random Forest Method Classification to Predict BPJS Kesehatan Card Users Who Receive Contribution Assistance in Karangasem District, Bali Province 2017"
13216,Building a Blue Economy in the Arctic Ocean
13217,"Fisheries management in randomly varying environments: Comparison of constant, variable and penalized efforts policies for the Gompertz model"
13218,HUMAN CAPITAL WITHIN THE FRAMEWORK OF TOPICAL ISSUES OF THE RUSSIAN ARCTIC REGIONS ECONOMY COMPETITIVE DEVELOPMENT
13219,Cost-effectiveness and economic returns of group-based parenting interventions to promote early childhood development: Results from a randomized controlled trial in rural Kenya
13220,Leveraging microfinance to impact HIV and financial behaviors among adolescents and their mothers in West Bengal: a cluster randomized trial
13221,"Law and Economic Policy in America: The Evolution of the Sherman Antitrust Act. By William Letwin. New York: Random House, 1965. Pp. xi, 304. $5.95"
13222,Correlation Analysis Based on Random Forest in Chinese Alcohol Market
13223,On rankings and top choices in random utility models with dependent utilities
13224,"Comment: The Essential Role of Pair Matching in Cluster-Randomized Experiments, with Application to the Mexican Universal Health Insurance Evaluation"
13225,Correction to: Paleoeconomy more than demography determined prehistoric human impact in Arctic Norway
13226,Shared care versus hospital-based cardiac rehabilitation: a cost-utility analysis based on a randomised controlled trial
13227,Applying machine learning to social datasets: a study of migration in southwestern Bangladesh using random forests
13228,"Spatial spillover analysis of a cluster-randomized trial against dengue vectors in Trujillo, Venezuela"
13229,Job search assistance and displacement effects: Evidence from a randomized experiment∗
13230,Nudges in Exercise Commitment Contracts: A Randomized Trial
13231,How important is spatial correlation in randomized controlled trials
13232,Effectiveness of the STOPP/START (Screening Tool of Older Persons' potentially inappropriate Prescriptions/Screening Tool to Alert doctors to the Right Treatment) criteria: systematic review and meta‐analysis of randomized controlled studies
13233,Creating Social Contagion Through Firm-Mediated Message Design: Evidence from a Randomized Field Experiment
13234,Blind justice: An experimental analysis of random punishment in team production
13235,Impulse Control with Random Reaction Periods: A Central Bank Intervention Problem
13236,Stationarity of Random Data: Some Implications for the Distribution of Stock Price Changes
13237,A note on a recent paper by Dagsvik on IIA and random utilities
13238,Expert Assessment of a Ratio of Expenses at Construction of Oil Transport Infrastructure in the Arctic
13239,Heterogeneous Beliefs in OLG Economies with Endogenous Random Asset Prices
13240,On a mixed-type randomized rule for selecting superior binomial models
13241,Cutting random funding decisions [Correspondence]
13242,WHY DO EMERGING STOCK MARKETS EXPERIENCE MORE PERSISTENT PRICE DEVIATIONS FROM A RANDOM WALK OVER TIME? A COUNTRY-LEVEL ANALYSIS
13243,Managing Market Mechanism Transitions: A Randomized Trial of Decentralized Pricing Versus Platform Control
13244,Measuring the relationship between costs and outcomes: the example of acute myocardial infarction in German hospitals.
13245,Economic Considerations of Early Rule-In/Rule-Out Algorithms for The Diagnosis of Myocardial Infarction in The Emergency Department Using Cardiac Troponin and Glycemic Biomarkers.
13246,On the number of pure Nash equilibria in random two-person games
13247,Correction to: Identifying the effect of climate variability on communal conflict through randomization
13248,Gaussian Quadrature Versus Simulation for the Estimation of Random Parameters
13249,Volatility Harvesting: Extracting Return from Randomness
13250,A Better Way to Teach Children to Read? Evidence from a Randomized Controlled Trial
13251,Addressing missing data in randomized clinical trials: A causal inference perspective
13252,"When Will Arctic Sea Ice Disappear? Projections of Area, Extent, Thickness, and Volume"
13253,"Chapter 9 The cost-effectiveness of minimally invasive esophagectomy for esophageal cancer , a cost analysis of a randomized controlled trial"
13254,Households With Young Children A Randomized Trial to Reduce Passive Smoke Exposure in Low-Income
13255,The Theory of Random Walks: A Survey of Findings
13256,A modal mixed logit choice model on panel data: accounting for systematic and random heterogeneity in preferences and tastes
13257,An application of a random level shifts model to the volatility of Peruvian stock and exchange rate returns
13258,An Assessment of the Level of Development of the Social Infrastructure of Regions in the Russian North and Arctic
13259,Acute myocardial infarction. Shifting paradigms of diagnosis and care in a cost-conscious environment.
13260,Uncertain Random Data Envelopment Analysis: Efficiency Estimation of Returns to Scale
13261,Random Effects Probit and Logit: The Right Marginal Effects for the Right Econometric Specification
13262,Analysis of dependence between the random components of a stochastic production function for the purpose of technical efficiency estimation
13263,Reducing financial avalanches by random investments.
13264,A STUDY OF RANDOM WALK HYPOTHESIS OF SELECTED SCRIPTS LISTED
13265,"A random graph model of kidney exchanges: efficiency, individual-rationality and incentives"
13266,An Random Control Policy For Electricity Devices In Residential Demand Response Based On Online Learning
13267,Random matrix approach to estimation of high-dimensional factor models
13268,Reward and Uncertainty in Exploration Programs: Economics of Petroleum Exploration and Production in the Arctic
13269,Z-equilibrium in random bi-matrix games: Definition and computation
13270,"Estimation of Random Coe ffi cient Demand Models : Challenges , Di ffi culties and Warnings"
13271,Increasing participation in a vector control campaign: a cluster randomised controlled evaluation of behavioural economic interventions in Peru
13272,Mining or World Park? A Politico-Economic Analysis of Alternative Land Use Regimes in Antarctica
13273,Health Insurance Reduces Stress : Evidence From A Randomized Experiment in Kenya ⇤
13274,Financial Incentives for Increasing Uptake of HPV Vaccinations: A Randomized Controlled Trial
13275,Non Uniform Random Walks Nisheeth Vishnoi
13276,Bootstrap Aggregating and Random Forest
13277,Optimizing the E ciency and Implementation of Cash Transfers to Improve Adherence to Antiretroviral Therapy: Study Protocol for A Cluster Randomized Controlled Trial
13278,Climate Change and the Capitalist State in the Canadian Arctic: Interrogating Canada’s “Northern Strategy”
13279,COMPARATIVE PANEL DATA ANALYSIS ACROSS 5 MANUFACTURING INDUSTRIES: A CASE STUDY ON FIXED VERSUS RANDOM EFFECTS
13280,"A model for integrating fixed-, random-, and mixed-effects meta-analyses into structural equation modeling."
13281,Make Humans Randomize
13282,Approaches to Interstate Interaction of Circumpolar Countries in the Development of the Arctic
13283,Imparct of Potato Research in Bangladesh: An Ex-ante Analysis
13284,Using Randomized Evaluations to Improve the Efficiency of US Health Care Delivery
13285,Budget allocation on differentially private decision trees and random forests
13286,"TOURISM DEVELOPMENT PROBLEMS AND PROSPECTS IN SMALL HISTORICAL TOWNS OF THE ARKHANGELSK REGION Northern (Arctic) Federal University named after M.V. Lomonosov, Arkhangelsk In the Arkhangelsk region, there are two historical towns – Kargopol and Solvychegodsk. By population"
13287,"Regional economic development in the Russian Arctic, North and Siberia"
13288,Next please! A new definition of the treatment and control groups for randomizations with waiting lists
13289,How Much are the Standards of Migrant Workers' Wages Actually?——On the Random Sampling Investigation and Analysis of the Rural-urban Migrant Workers in Anhui Province
13290,Participation in randomized trials in developing countries. Authors' reply
13291,Risk-averse order policies with random prices in complete market and retailers' private information
13292,Randomly Selected Representative Committees
13293,Maximal dispersion of adaptive random walks
13294,A rendezvous-evasion game on discrete locations with joint randomization
13295,The Competitive Firm under Uncertainty: The Case of Two Random Variables
13296,From random utility to random expected utility: theory and application to departure time choice
13297,Spatial analysis of the phenomenon of random gatherings in Thi Qar Governorate for the year 2020
13298,Learning about injury severity from no-injury crashes: A random parameters with heterogeneity in means and variances approach.
13299,Censored probit models do not fail randomly: A Monte Carlo study
13300,Benford's Law as the Property of the Truly Random Number
13301,Selection of random coefficients in ordered response models: a framework to detect heterogeneity in household surveys
13302,"Governmental Indian Policy, Administration, and Economic Planning in the Eastern Subarctic"
13303,Primary Outcome in a Randomized Controlled Trial: A Critical Issue
13304,A random matching model with reported trading histories ∗
13305,Analysts versus the random walk in financial forecasting: evidence from the Czech National Bank’s Financial Market Inflation Expectations survey
13306,Random matrix ensembles of time-lagged correlation matrices: derivation of eigenvalue spectra and analysis of financial time-series
13307,Property Rights and Prosocial Behavior: Evidence from a Land Tenure Reform Implemented as Randomized Control-Trial
13308,RCL: Stata module for estimation and simulation of random coefficient logit models
13309,' s response to reviews Title : Clinical cost-effectiveness analysis : a method for comparing competing interventions in the absence of randomized trials
13310,Single Machine Sequenccing with Random Processing Times and Random Deferral Costs
13311,Currency Exchange in a Random Search Model
13312,Estimation and testing in the random effects probit model
13313,Are text message reminders effective in debt collection? Randomized controlled trial in debt collection in Finland
13314,The randomness of reset options.
